256,42,86.05
256,43,88.24
256,44,84.11
256,45,85.09
256,46,92.24
256,47,87.27
256,48,85.00
256,49,85.33
256,50,85.26
256,51,85.41
256,52,81.48
256,53,81.72
256,54,83.32
256,55,82.90
256,56,83.50
256,57,84.29
256,58,83.52
256,59,84.07
256,60,83.80
256,61,85.83
256,62,84.65
256,63,83.43
256,64,81.93
256,65,83.63
256,66,86.59
256,67,85.87
256,68,82.92
256,69,83.98
256,70,84.73
256,71,84.54
256,72,86.68
256,73,84.61
256,74,85.46
256,75,86.10
256,76,86.22
256,77,86.61
256,78,86.36
256,79,85.77
256,80,88.84
256,81,86.23
256,82,87.41
256,83,89.49
256,84,88.02
256,85,87.15
256,86,84.55
256,87,86.33
256,88,87.21
256,89,85.74
256,90,86.09
256,91,84.99
256,92,86.04
256,93,87.16
256,94,85.90
256,95,87.11
256,96,87.46
256,97,88.11
256,98,89.91
256,99,92.30
256,100,91.43
256,101,93.26
256,102,92.71
256,103,94.40
256,104,22.52
256,105,22.99
256,106,22.77
256,107,23.27
256,108,23.33
256,109,23.75
256,110,23.41
256,111,24.18
256,112,23.74
256,113,23.93
256,114,24.12
256,115,23.56
256,116,23.84
256,117,23.82
256,118,24.37
256,119,23.87
256,120,23.91
256,121,24.13
256,122,23.97
256,123,24.36
256,124,24.19
256,125,23.95
256,126,24.31
256,127,24.48
256,128,24.86
512,1,9417.62
512,2,5126.99
512,3,3981.26
512,4,3313.45
512,5,2674.85
512,6,2233.80
512,7,1915.47
512,8,2026.88
512,9,1508.98
512,10,1447.29
512,11,1233.40
512,12,1257.14
512,13,1117.19
512,14,1034.72
512,15,969.76
512,16,934.84
512,17,878.95
512,18,899.44
512,19,787.84
512,20,767.72
512,21,799.81
512,22,773.96
512,23,734.58
512,24,639.98
512,25,621.87
512,26,658.68
512,27,632.12
512,28,559.82
512,29,595.36
512,30,575.41
512,31,573.29
512,32,570.32
512,33,567.33
512,34,517.68
512,35,503.80
512,36,501.37
512,37,480.71
512,38,474.82
512,39,466.14
512,40,456.85
512,41,483.82
512,42,482.37
512,43,460.72
512,44,462.82
512,45,449.03
512,46,441.27
512,47,439.31
512,48,434.15
512,49,449.47
512,50,452.09
512,51,440.06
512,52,439.49
512,53,429.08
512,54,433.79
512,55,428.37
512,56,413.01
512,57,417.61
512,58,418.85
512,59,417.13
512,60,420.28
512,61,420.49
512,62,407.74
512,63,402.44
512,64,395.13
512,65,426.21
512,66,441.45
512,67,454.07
512,68,459.94
512,69,471.47
512,70,468.19
512,71,486.41
512,72,473.06
512,73,481.08
512,74,473.52
512,75,468.66
512,76,465.31
512,77,468.14
512,78,475.77
512,79,478.14
512,80,464.59
512,81,468.55
512,82,470.48
512,83,472.63
512,84,470.76
512,85,461.73
512,86,457.18
512,87,455.47
512,88,454.11
512,89,477.80
512,90,473.11
512,91,466.52
512,92,468.88
512,93,461.30
512,94,452.16
512,95,459.88
512,96,457.32
512,97,464.59
512,98,471.23
512,99,475.57
512,100,467.25
512,101,470.21
512,102,462.93
512,103,450.01
512,104,22.76
512,105,22.69
512,106,22.91
512,107,23.06
512,108,23.41
512,109,23.22
512,110,23.32
512,111,23.67
512,112,23.49
512,113,23.19
512,114,23.95
512,115,23.64
512,116,23.78
512,117,23.61
512,118,23.92
512,119,23.87
512,120,24.07
512,121,24.10
512,122,24.30
512,123,24.50
512,124,24.43
512,125,24.10
512,126,24.10
512,127,24.17
512,128,24.37
1024,1,43.64
1024,2,22.56
1024,3,17.24
1024,4,16.04
1024,5,15.51
1024,6,15.94
1024,7,12594.73
1024,8,
